datetime(utc),latitude,longitude,altitude(m),speed(m/s)
2026-04-03T05:14:08.158555Z,40.684227,-74.043980,30.1,8.0
2026-04-03T05:14:09.158555Z,40.684215,-74.044109,30.1,8.0
2026-04-03T05:14:10.158555Z,40.684207,-74.044239,30.0,8.0
2026-04-03T05:14:11.158555Z,40.684202,-74.044369,30.0,8.0
2026-04-03T05:14:12.158555Z,40.684200,-74.044500,30.0,8.0
2026-04-03T05:14:13.158555Z,40.684202,-74.044631,30.0,8.0
2026-04-03T05:14:14.158555Z,40.684207,-74.044761,30.0,8.0
2026-04-03T05:14:15.158555Z,40.684215,-74.044891,30.1,8.0
2026-04-03T05:14:16.158555Z,40.684227,-74.045020,30.1,8.0
2026-04-03T05:14:17.158555Z,40.684243,-74.045147,30.2,8.1
2026-04-03T05:14:18.158555Z,40.684262,-74.045273,30.2,8.1
2026-04-03T05:14:19.158555Z,40.684284,-74.045396,30.3,8.1
2026-04-03T05:14:20.158555Z,40.684309,-74.045517,30.4,8.2
2026-04-03T05:14:21.158555Z,40.684338,-74.045635,30.6,8.2
2026-04-03T05:14:22.158555Z,40.684370,-74.045750,30.7,8.3
2026-04-03T05:14:23.158555Z,40.684406,-74.045862,30.8,8.3
2026-04-03T05:14:24.158555Z,40.684445,-74.045969,31.0,8.4
2026-04-03T05:14:25.158555Z,40.684487,-74.046073,31.1,8.4
2026-04-03T05:14:26.158555Z,40.684532,-74.046173,31.3,8.5
2026-04-03T05:14:27.158555Z,40.684581,-74.046268,31.5,8.6
2026-04-03T05:14:28.158555Z,40.684632,-74.046358,31.7,8.7
2026-04-03T05:14:29.158555Z,40.684687,-74.046443,31.9,8.7
2026-04-03T05:14:30.158555Z,40.684745,-74.046523,32.2,8.8
2026-04-03T05:14:31.158555Z,40.684806,-74.046597,32.4,8.9
2026-04-03T05:14:32.158555Z,40.684870,-74.046665,32.7,9.0
2026-04-03T05:14:33.158555Z,40.684937,-74.046728,32.9,9.1
2026-04-03T05:14:34.158555Z,40.685007,-74.046784,33.2,9.2
2026-04-03T05:14:35.158555Z,40.685079,-74.046834,33.5,9.3
2026-04-03T05:14:36.158555Z,40.685155,-74.046878,33.8,9.4
2026-04-03T05:14:37.158555Z,40.685233,-74.046915,34.1,9.5
2026-04-03T05:14:38.158555Z,40.685314,-74.046945,34.5,9.6
2026-04-03T05:14:39.158555Z,40.685398,-74.046969,34.8,9.7
2026-04-03T05:14:40.158555Z,40.685484,-74.046986,35.1,9.8
2026-04-03T05:14:41.158555Z,40.685573,-74.046997,35.5,9.9
2026-04-03T05:14:42.158555Z,40.685664,-74.047000,35.9,10.0
2026-04-03T05:14:43.158555Z,40.685758,-74.046997,36.2,10.1
2026-04-03T05:14:44.158555Z,40.685854,-74.046986,36.6,10.2
2026-04-03T05:14:45.158555Z,40.685953,-74.046969,37.0,10.3
2026-04-03T05:14:46.158555Z,40.686053,-74.046945,37.4,10.4
2026-04-03T05:14:47.158555Z,40.686156,-74.046915,37.8,10.5
2026-04-03T05:14:48.158555Z,40.686261,-74.046878,38.2,10.6
2026-04-03T05:14:49.158555Z,40.686368,-74.046834,38.7,10.7
2026-04-03T05:14:50.158555Z,40.686477,-74.046784,39.1,10.8
2026-04-03T05:14:51.158555Z,40.686588,-74.046728,39.6,10.9
2026-04-03T05:14:52.158555Z,40.686700,-74.046665,40.0,11.0
2026-04-03T05:14:53.158555Z,40.686814,-74.046597,40.5,11.1
2026-04-03T05:14:54.158555Z,40.686930,-74.046523,40.9,11.2
2026-04-03T05:14:55.158555Z,40.687047,-74.046443,41.4,11.3
2026-04-03T05:14:56.158555Z,40.687166,-74.046358,41.9,11.3
2026-04-03T05:14:57.158555Z,40.687287,-74.046268,42.3,11.4
2026-04-03T05:14:58.158555Z,40.687408,-74.046173,42.8,11.5
2026-04-03T05:14:59.158555Z,40.687531,-74.046073,43.3,11.6
2026-04-03T05:15:00.158555Z,40.687655,-74.045969,43.8,11.6
2026-04-03T05:15:01.158555Z,40.687780,-74.045862,44.3,11.7
2026-04-03T05:15:02.158555Z,40.687906,-74.045750,44.8,11.7
2026-04-03T05:15:03.158555Z,40.688033,-74.045635,45.3,11.8
2026-04-03T05:15:04.158555Z,40.688160,-74.045517,45.8,11.8
2026-04-03T05:15:05.158555Z,40.688289,-74.045396,46.4,11.9
2026-04-03T05:15:06.158555Z,40.688418,-74.045273,46.9,11.9
2026-04-03T05:15:07.158555Z,40.688547,-74.045147,47.4,11.9
2026-04-03T05:15:08.158555Z,40.688677,-74.045020,47.9,12.0
2026-04-03T05:15:09.158555Z,40.688808,-74.044891,48.4,12.0
2026-04-03T05:15:10.158555Z,40.688938,-74.044761,49.0,12.0
2026-04-03T05:15:11.158555Z,40.689069,-74.044631,49.5,12.0
