datetime(utc),latitude,longitude,altitude(m),speed(m/s)
2026-03-31T05:07:50.410629Z,37.820349,-122.477626,103.9,3.8
2026-03-31T05:07:51.410629Z,37.820369,-122.477597,103.3,3.5
2026-03-31T05:07:52.410629Z,37.820384,-122.477574,102.4,3.3
2026-03-31T05:07:53.410629Z,37.820394,-122.477559,101.5,3.1
2026-03-31T05:07:54.410629Z,37.820399,-122.477551,100.5,3.0
2026-03-31T05:07:55.410629Z,37.820399,-122.477551,99.5,3.0
2026-03-31T05:07:56.410629Z,37.820395,-122.477558,98.6,3.1
2026-03-31T05:07:57.410629Z,37.820385,-122.477573,97.6,3.2
2026-03-31T05:07:58.410629Z,37.820370,-122.477594,96.8,3.5
2026-03-31T05:07:59.410629Z,37.820351,-122.477623,96.1,3.7
2026-03-31T05:08:00.410629Z,37.820327,-122.477659,95.6,4.1
2026-03-31T05:08:01.410629Z,37.820299,-122.477701,95.2,4.4
2026-03-31T05:08:02.410629Z,37.820267,-122.477749,95.0,4.8
2026-03-31T05:08:03.410629Z,37.820231,-122.477803,95.0,5.2
2026-03-31T05:08:04.410629Z,37.820192,-122.477861,95.3,5.6
2026-03-31T05:08:05.410629Z,37.820151,-122.477924,95.7,6.0
2026-03-31T05:08:06.410629Z,37.820106,-122.477991,96.2,6.3
2026-03-31T05:08:07.410629Z,37.820060,-122.478061,97.0,6.6
2026-03-31T05:08:08.410629Z,37.820011,-122.478133,97.8,6.8
2026-03-31T05:08:09.410629Z,37.819962,-122.478207,98.8,6.9
2026-03-31T05:08:10.410629Z,37.819912,-122.478281,99.8,7.0
2026-03-31T05:08:11.410629Z,37.819862,-122.478356,100.7,7.0
2026-03-31T05:08:12.410629Z,37.819813,-122.478431,101.7,6.9
2026-03-31T05:08:13.410629Z,37.819764,-122.478504,102.6,6.7
2026-03-31T05:08:14.410629Z,37.819717,-122.478575,103.4,6.5
2026-03-31T05:08:15.410629Z,37.819671,-122.478643,104.1,6.2
2026-03-31T05:08:16.410629Z,37.819628,-122.478708,104.6,5.8
2026-03-31T05:08:17.410629Z,37.819587,-122.478769,104.9,5.4
2026-03-31T05:08:18.410629Z,37.819550,-122.478825,105.0,5.0
2026-03-31T05:08:19.410629Z,37.819516,-122.478876,104.9,4.6
2026-03-31T05:08:20.410629Z,37.819486,-122.478921,104.6,4.3
2026-03-31T05:08:21.410629Z,37.819460,-122.478960,104.2,3.9
2026-03-31T05:08:22.410629Z,37.819439,-122.478992,103.6,3.6
2026-03-31T05:08:23.410629Z,37.819422,-122.479017,102.8,3.3
2026-03-31T05:08:24.410629Z,37.819410,-122.479036,101.9,3.2
2026-03-31T05:08:25.410629Z,37.819402,-122.479047,100.9,3.0
2026-03-31T05:08:26.410629Z,37.819400,-122.479050,100.0,3.0
2026-03-31T05:08:27.410629Z,37.819403,-122.479046,99.0,3.0
2026-03-31T05:08:28.410629Z,37.819410,-122.479034,98.0,3.2
2026-03-31T05:08:29.410629Z,37.819423,-122.479016,97.1,3.4
2026-03-31T05:08:30.410629Z,37.819440,-122.478989,96.4,3.6
2026-03-31T05:08:31.410629Z,37.819462,-122.478957,95.8,3.9
2026-03-31T05:08:32.410629Z,37.819489,-122.478917,95.3,4.3
2026-03-31T05:08:33.410629Z,37.819519,-122.478871,95.1,4.7
2026-03-31T05:08:34.410629Z,37.819553,-122.478820,95.0,5.1
2026-03-31T05:08:35.410629Z,37.819591,-122.478764,95.1,5.5
2026-03-31T05:08:36.410629Z,37.819632,-122.478702,95.5,5.8
2026-03-31T05:08:37.410629Z,37.819675,-122.478637,96.0,6.2
2026-03-31T05:08:38.410629Z,37.819721,-122.478569,96.7,6.5
2026-03-31T05:08:39.410629Z,37.819768,-122.478497,97.5,6.7
2026-03-31T05:08:40.410629Z,37.819817,-122.478424,98.4,6.9
2026-03-31T05:08:41.410629Z,37.819867,-122.478350,99.3,7.0
2026-03-31T05:08:42.410629Z,37.819917,-122.478275,100.3,7.0
2026-03-31T05:08:43.410629Z,37.819967,-122.478200,101.3,6.9
2026-03-31T05:08:44.410629Z,37.820016,-122.478126,102.3,6.8
2026-03-31T05:08:45.410629Z,37.820064,-122.478054,103.1,6.6
2026-03-31T05:08:46.410629Z,37.820110,-122.477985,103.8,6.3
2026-03-31T05:08:47.410629Z,37.820154,-122.477919,104.4,6.0
2026-03-31T05:08:48.410629Z,37.820196,-122.477856,104.8,5.6
2026-03-31T05:08:49.410629Z,37.820235,-122.477798,105.0,5.2
2026-03-31T05:08:50.410629Z,37.820270,-122.477745,105.0,4.8
2026-03-31T05:08:51.410629Z,37.820302,-122.477697,104.8,4.4
2026-03-31T05:08:52.410629Z,37.820330,-122.477656,104.4,4.0
2026-03-31T05:08:53.410629Z,37.820353,-122.477621,103.8,3.7
2026-03-31T05:08:54.410629Z,37.820372,-122.477592,103.1,3.4
2026-03-31T05:08:55.410629Z,37.820386,-122.477571,102.3,3.2
2026-03-31T05:08:56.410629Z,37.820395,-122.477557,101.4,3.1
2026-03-31T05:08:57.410629Z,37.820400,-122.477551,100.4,3.0
2026-03-31T05:08:58.410629Z,37.820399,-122.477551,99.4,3.0
2026-03-31T05:08:59.410629Z,37.820393,-122.477560,98.4,3.1
2026-03-31T05:09:00.410629Z,37.820383,-122.477576,97.5,3.3
2026-03-31T05:09:01.410629Z,37.820367,-122.477599,96.7,3.5
2026-03-31T05:09:02.410629Z,37.820347,-122.477629,96.0,3.8
2026-03-31T05:09:03.410629Z,37.820323,-122.477666,95.5,4.1
2026-03-31T05:09:04.410629Z,37.820294,-122.477709,95.1,4.5
2026-03-31T05:09:05.410629Z,37.820261,-122.477758,95.0,4.9
2026-03-31T05:09:06.410629Z,37.820225,-122.477812,95.1,5.3
2026-03-31T05:09:07.410629Z,37.820186,-122.477872,96.7,3.3
2026-03-31T05:09:08.410629Z,37.820143,-122.477935,93.3,3.3
2026-03-31T05:09:09.410629Z,37.820098,-122.478002,90.0,3.3
2026-03-31T05:09:10.410629Z,37.820052,-122.478073,86.7,3.3
2026-03-31T05:09:11.410629Z,37.820003,-122.478145,83.3,3.3
2026-03-31T05:09:12.410629Z,37.819954,-122.478219,80.0,3.3
2026-03-31T05:09:13.410629Z,37.819904,-122.478294,76.7,3.3
2026-03-31T05:09:14.410629Z,37.819854,-122.478369,73.3,3.3
2026-03-31T05:09:15.410629Z,37.819805,-122.478443,70.0,3.3
2026-03-31T05:09:16.410629Z,37.819756,-122.478516,66.7,3.3
2026-03-31T05:09:17.410629Z,37.819709,-122.478587,63.3,3.3
2026-03-31T05:09:18.410629Z,37.819664,-122.478654,60.0,3.3
2026-03-31T05:09:19.410629Z,37.819621,-122.478719,56.7,3.3
2026-03-31T05:09:20.410629Z,37.819581,-122.478779,53.3,3.3
2026-03-31T05:09:21.410629Z,37.819544,-122.478834,50.0,3.3
2026-03-31T05:09:22.410629Z,37.819511,-122.478884,46.7,3.3
2026-03-31T05:09:23.410629Z,37.819481,-122.478928,43.3,3.3
2026-03-31T05:09:24.410629Z,37.819456,-122.478966,40.0,3.3
2026-03-31T05:09:25.410629Z,37.819435,-122.478997,36.7,3.3
2026-03-31T05:09:26.410629Z,37.819419,-122.479021,33.3,3.3
2026-03-31T05:09:27.410629Z,37.819408,-122.479038,30.0,3.3
2026-03-31T05:09:28.410629Z,37.819402,-122.479048,26.7,3.3
2026-03-31T05:09:29.410629Z,37.819400,-122.479050,23.3,3.3
2026-03-31T05:09:30.410629Z,37.819404,-122.479044,20.0,3.3
2026-03-31T05:09:31.410629Z,37.819412,-122.479032,16.7,3.3
2026-03-31T05:09:32.410629Z,37.819426,-122.479012,13.3,3.3
2026-03-31T05:09:33.410629Z,37.819444,-122.478984,10.0,3.3
2026-03-31T05:09:34.410629Z,37.819466,-122.478950,6.7,3.3
2026-03-31T05:09:35.410629Z,37.819493,-122.478910,3.3,3.3
