datetime(utc),latitude,longitude,altitude(m),speed(m/s)
2026-04-02T05:11:50.163157Z,48.857504,2.293807,83.3,6.0
2026-04-02T05:11:51.163157Z,48.857565,2.293709,85.0,6.0
2026-04-02T05:11:52.163157Z,48.857637,2.293617,86.7,6.0
2026-04-02T05:11:53.163157Z,48.857720,2.293532,88.3,6.0
2026-04-02T05:11:54.163157Z,48.857812,2.293454,90.0,6.0
2026-04-02T05:11:55.163157Z,48.857912,2.293385,91.7,6.0
2026-04-02T05:11:56.163157Z,48.858021,2.293326,93.3,6.0
2026-04-02T05:11:57.163157Z,48.858137,2.293278,95.0,6.0
2026-04-02T05:11:58.163157Z,48.858258,2.293241,96.7,6.0
2026-04-02T05:11:59.163157Z,48.858384,2.293217,98.3,6.0
2026-04-02T05:12:00.163157Z,48.858514,2.293205,100.0,6.0
2026-04-02T05:12:01.163157Z,48.858646,2.293206,101.7,6.0
2026-04-02T05:12:02.163157Z,48.858778,2.293221,103.3,6.0
2026-04-02T05:12:03.163157Z,48.858910,2.293250,105.0,6.0
2026-04-02T05:12:04.163157Z,48.859040,2.293293,106.7,6.0
2026-04-02T05:12:05.163157Z,48.859167,2.293349,108.3,6.0
2026-04-02T05:12:06.163157Z,48.859289,2.293418,110.0,6.0
2026-04-02T05:12:07.163157Z,48.859404,2.293500,111.7,6.0
2026-04-02T05:12:08.163157Z,48.859512,2.293595,113.3,6.0
2026-04-02T05:12:09.163157Z,48.859610,2.293702,115.0,6.0
2026-04-02T05:12:10.163157Z,48.859699,2.293819,116.7,6.0
2026-04-02T05:12:11.163157Z,48.859776,2.293945,118.3,6.0
2026-04-02T05:12:12.163157Z,48.859840,2.294081,120.0,6.0
2026-04-02T05:12:13.163157Z,48.859891,2.294224,121.7,6.0
2026-04-02T05:12:14.163157Z,48.859928,2.294373,123.3,6.0
2026-04-02T05:12:15.163157Z,48.859950,2.294526,125.0,6.0
2026-04-02T05:12:16.163157Z,48.859956,2.294683,126.7,6.0
2026-04-02T05:12:17.163157Z,48.859946,2.294841,128.3,6.0
2026-04-02T05:12:18.163157Z,48.859920,2.294998,130.0,6.0
2026-04-02T05:12:19.163157Z,48.859878,2.295155,131.7,6.0
2026-04-02T05:12:20.163157Z,48.859820,2.295307,133.3,6.0
2026-04-02T05:12:21.163157Z,48.859746,2.295454,135.0,6.0
2026-04-02T05:12:22.163157Z,48.859657,2.295595,136.7,6.0
2026-04-02T05:12:23.163157Z,48.859552,2.295727,138.3,6.0
2026-04-02T05:12:24.163157Z,48.859434,2.295849,140.0,6.0
2026-04-02T05:12:25.163157Z,48.859303,2.295960,141.7,6.0
2026-04-02T05:12:26.163157Z,48.859160,2.296058,143.3,6.0
2026-04-02T05:12:27.163157Z,48.859007,2.296141,145.0,6.0
2026-04-02T05:12:28.163157Z,48.858844,2.296210,146.7,6.0
2026-04-02T05:12:29.163157Z,48.858674,2.296262,148.3,6.0
2026-04-02T05:12:30.163157Z,48.858497,2.296297,150.0,6.0
2026-04-02T05:12:31.163157Z,48.858316,2.296315,151.7,6.0
2026-04-02T05:12:32.163157Z,48.858133,2.296314,153.3,6.0
2026-04-02T05:12:33.163157Z,48.857949,2.296294,155.0,6.0
2026-04-02T05:12:34.163157Z,48.857767,2.296256,156.7,6.0
2026-04-02T05:12:35.163157Z,48.857588,2.296199,158.3,6.0
2026-04-02T05:12:36.163157Z,48.857413,2.296124,160.0,6.0
2026-04-02T05:12:37.163157Z,48.857246,2.296030,161.7,6.0
2026-04-02T05:12:38.163157Z,48.857088,2.295920,163.3,6.0
2026-04-02T05:12:39.163157Z,48.856940,2.295793,165.0,6.0
2026-04-02T05:12:40.163157Z,48.856805,2.295650,166.7,6.0
2026-04-02T05:12:41.163157Z,48.856684,2.295494,168.3,6.0
2026-04-02T05:12:42.163157Z,48.856578,2.295324,170.0,6.0
2026-04-02T05:12:43.163157Z,48.856489,2.295144,171.7,6.0
2026-04-02T05:12:44.163157Z,48.856418,2.294953,173.3,6.0
2026-04-02T05:12:45.163157Z,48.856366,2.294755,175.0,6.0
2026-04-02T05:12:46.163157Z,48.856334,2.294551,176.7,6.0
2026-04-02T05:12:47.163157Z,48.856323,2.294343,178.3,6.0
2026-04-02T05:12:48.163157Z,48.856332,2.294134,180.0,6.0
2026-04-02T05:12:49.163157Z,48.856363,2.293925,181.7,6.0
2026-04-02T05:12:50.163157Z,48.856415,2.293718,183.3,6.0
2026-04-02T05:12:51.163157Z,48.856488,2.293516,185.0,6.0
2026-04-02T05:12:52.163157Z,48.856582,2.293321,186.7,6.0
2026-04-02T05:12:53.163157Z,48.856696,2.293135,188.3,6.0
2026-04-02T05:12:54.163157Z,48.856829,2.292960,190.0,6.0
2026-04-02T05:12:55.163157Z,48.856980,2.292798,191.7,6.0
2026-04-02T05:12:56.163157Z,48.857147,2.292651,193.3,6.0
2026-04-02T05:12:57.163157Z,48.857330,2.292521,195.0,6.0
2026-04-02T05:12:58.163157Z,48.857527,2.292408,196.7,6.0
2026-04-02T05:12:59.163157Z,48.857735,2.292316,198.3,6.0
2026-04-02T05:13:00.163157Z,48.857953,2.292244,200.0,6.0
2026-04-02T05:13:01.163157Z,48.858179,2.292194,201.7,6.0
2026-04-02T05:13:02.163157Z,48.858410,2.292167,203.3,6.0
2026-04-02T05:13:03.163157Z,48.858645,2.292163,205.0,6.0
2026-04-02T05:13:04.163157Z,48.858880,2.292183,206.7,6.0
2026-04-02T05:13:05.163157Z,48.859114,2.292226,208.3,6.0
2026-04-02T05:13:06.163157Z,48.859344,2.292294,210.0,6.0
2026-04-02T05:13:07.163157Z,48.859568,2.292384,211.7,6.0
2026-04-02T05:13:08.163157Z,48.859783,2.292498,213.3,6.0
2026-04-02T05:13:09.163157Z,48.859987,2.292633,215.0,6.0
2026-04-02T05:13:10.163157Z,48.860177,2.292789,216.7,6.0
2026-04-02T05:13:11.163157Z,48.860352,2.292965,218.3,6.0
2026-04-02T05:13:12.163157Z,48.860510,2.293159,220.0,6.0
2026-04-02T05:13:13.163157Z,48.860648,2.293368,221.7,6.0
2026-04-02T05:13:14.163157Z,48.860765,2.293592,223.3,6.0
2026-04-02T05:13:15.163157Z,48.860860,2.293829,225.0,6.0
2026-04-02T05:13:16.163157Z,48.860931,2.294075,226.7,6.0
2026-04-02T05:13:17.163157Z,48.860978,2.294329,228.3,6.0
2026-04-02T05:13:18.163157Z,48.860999,2.294587,230.0,6.0
2026-04-02T05:13:19.163157Z,48.860993,2.294849,231.7,6.0
2026-04-02T05:13:20.163157Z,48.860962,2.295110,233.3,6.0
2026-04-02T05:13:21.163157Z,48.860904,2.295368,235.0,6.0
2026-04-02T05:13:22.163157Z,48.860820,2.295620,236.7,6.0
2026-04-02T05:13:23.163157Z,48.860710,2.295865,238.3,6.0
2026-04-02T05:13:24.163157Z,48.860576,2.296099,240.0,6.0
2026-04-02T05:13:25.163157Z,48.860418,2.296319,241.7,6.0
2026-04-02T05:13:26.163157Z,48.860237,2.296524,243.3,6.0
2026-04-02T05:13:27.163157Z,48.860036,2.296710,245.0,6.0
2026-04-02T05:13:28.163157Z,48.859816,2.296877,246.7,6.0
2026-04-02T05:13:29.163157Z,48.859578,2.297022,248.3,6.0
2026-04-02T05:13:30.163157Z,48.859326,2.297142,250.0,6.0
2026-04-02T05:13:31.163157Z,48.859062,2.297238,251.7,6.0
2026-04-02T05:13:32.163157Z,48.858787,2.297307,253.3,6.0
2026-04-02T05:13:33.163157Z,48.858506,2.297348,255.0,6.0
2026-04-02T05:13:34.163157Z,48.858220,2.297361,256.7,6.0
2026-04-02T05:13:35.163157Z,48.857933,2.297345,258.3,6.0
2026-04-02T05:13:36.163157Z,48.857647,2.297300,260.0,6.0
2026-04-02T05:13:37.163157Z,48.857365,2.297227,261.7,6.0
2026-04-02T05:13:38.163157Z,48.857090,2.297125,263.3,6.0
2026-04-02T05:13:39.163157Z,48.856826,2.296995,265.0,6.0
2026-04-02T05:13:40.163157Z,48.856574,2.296838,266.7,6.0
2026-04-02T05:13:41.163157Z,48.856339,2.296657,268.3,6.0
2026-04-02T05:13:42.163157Z,48.856121,2.296451,270.0,6.0
2026-04-02T05:13:43.163157Z,48.855924,2.296223,271.7,6.0
2026-04-02T05:13:44.163157Z,48.855750,2.295975,273.3,6.0
2026-04-02T05:13:45.163157Z,48.855600,2.295710,275.0,6.0
2026-04-02T05:13:46.163157Z,48.855478,2.295430,276.7,6.0
2026-04-02T05:13:47.163157Z,48.855383,2.295137,278.3,6.0
2026-04-02T05:13:48.163157Z,48.855318,2.294834,280.0,6.0
2026-04-02T05:13:49.163157Z,48.855283,2.294525,281.7,6.0
2026-04-02T05:13:50.163157Z,48.855280,2.294212,283.3,6.0
2026-04-02T05:13:51.163157Z,48.855308,2.293899,285.0,6.0
2026-04-02T05:13:52.163157Z,48.855367,2.293588,286.7,6.0
2026-04-02T05:13:53.163157Z,48.855458,2.293284,288.3,6.0
2026-04-02T05:13:54.163157Z,48.855580,2.292988,290.0,6.0
2026-04-02T05:13:55.163157Z,48.855731,2.292705,291.7,6.0
2026-04-02T05:13:56.163157Z,48.855911,2.292437,293.3,6.0
2026-04-02T05:13:57.163157Z,48.856117,2.292187,295.0,6.0
2026-04-02T05:13:58.163157Z,48.856349,2.291957,296.7,6.0
2026-04-02T05:13:59.163157Z,48.856604,2.291751,298.3,6.0
2026-04-02T05:14:00.163157Z,48.856880,2.291571,300.0,6.0
2026-04-02T05:14:01.163157Z,48.857174,2.291418,301.7,6.0
2026-04-02T05:14:02.163157Z,48.857483,2.291295,303.3,6.0
2026-04-02T05:14:03.163157Z,48.857804,2.291203,305.0,6.0
2026-04-02T05:14:04.163157Z,48.858135,2.291144,306.7,6.0
2026-04-02T05:14:05.163157Z,48.858472,2.291117,308.3,6.0
2026-04-02T05:14:06.163157Z,48.858811,2.291125,310.0,6.0
2026-04-02T05:14:07.163157Z,48.859150,2.291167,311.7,6.0
2026-04-02T05:14:08.163157Z,48.859484,2.291242,313.3,6.0
2026-04-02T05:14:09.163157Z,48.859811,2.291352,315.0,6.0
2026-04-02T05:14:10.163157Z,48.860126,2.291494,316.7,6.0
2026-04-02T05:14:11.163157Z,48.860427,2.291668,318.3,6.0
