datetime(utc),latitude,longitude,altitude(m),speed(m/s)
2026-04-03T05:08:56.403597Z,48.858895,2.295243,101.4,3.1
2026-04-03T05:08:57.403597Z,48.858900,2.295249,100.4,3.0
2026-04-03T05:08:58.403597Z,48.858899,2.295249,99.4,3.0
2026-04-03T05:08:59.403597Z,48.858893,2.295240,98.4,3.1
2026-04-03T05:09:00.403597Z,48.858883,2.295224,97.5,3.3
2026-04-03T05:09:01.403597Z,48.858867,2.295201,96.7,3.5
2026-04-03T05:09:02.403597Z,48.858847,2.295171,96.0,3.8
2026-04-03T05:09:03.403597Z,48.858823,2.295134,95.5,4.1
2026-04-03T05:09:04.403597Z,48.858794,2.295091,95.1,4.5
2026-04-03T05:09:05.403597Z,48.858761,2.295042,95.0,4.9
2026-04-03T05:09:06.403597Z,48.858725,2.294988,95.1,5.3
2026-04-03T05:09:07.403597Z,48.858686,2.294928,96.7,3.3
2026-04-03T05:09:08.403597Z,48.858643,2.294865,93.3,3.3
2026-04-03T05:09:09.403597Z,48.858598,2.294798,90.0,3.3
2026-04-03T05:09:10.403597Z,48.858552,2.294727,86.7,3.3
2026-04-03T05:09:11.403597Z,48.858503,2.294655,83.3,3.3
2026-04-03T05:09:12.403597Z,48.858454,2.294581,80.0,3.3
2026-04-03T05:09:13.403597Z,48.858404,2.294506,76.7,3.3
2026-04-03T05:09:14.403597Z,48.858354,2.294431,73.3,3.3
2026-04-03T05:09:15.403597Z,48.858305,2.294357,70.0,3.3
2026-04-03T05:09:16.403597Z,48.858256,2.294284,66.7,3.3
2026-04-03T05:09:17.403597Z,48.858209,2.294213,63.3,3.3
2026-04-03T05:09:18.403597Z,48.858164,2.294146,60.0,3.3
2026-04-03T05:09:19.403597Z,48.858121,2.294081,56.7,3.3
2026-04-03T05:09:20.403597Z,48.858081,2.294021,53.3,3.3
2026-04-03T05:09:21.403597Z,48.858044,2.293966,50.0,3.3
2026-04-03T05:09:22.403597Z,48.858011,2.293916,46.7,3.3
2026-04-03T05:09:23.403597Z,48.857981,2.293872,43.3,3.3
2026-04-03T05:09:24.403597Z,48.857956,2.293834,40.0,3.3
2026-04-03T05:09:25.403597Z,48.857935,2.293803,36.7,3.3
2026-04-03T05:09:26.403597Z,48.857919,2.293779,33.3,3.3
2026-04-03T05:09:27.403597Z,48.857908,2.293762,30.0,3.3
2026-04-03T05:09:28.403597Z,48.857902,2.293752,26.7,3.3
2026-04-03T05:09:29.403597Z,48.857900,2.293750,23.3,3.3
2026-04-03T05:09:30.403597Z,48.857904,2.293756,20.0,3.3
2026-04-03T05:09:31.403597Z,48.857912,2.293768,16.7,3.3
2026-04-03T05:09:32.403597Z,48.857926,2.293788,13.3,3.3
2026-04-03T05:09:33.403597Z,48.857944,2.293816,10.0,3.3
2026-04-03T05:09:34.403597Z,48.857966,2.293850,6.7,3.3
2026-04-03T05:09:35.403597Z,48.857993,2.293890,3.3,3.3
