datetime(utc),latitude,longitude,altitude(m),speed(m/s)
2026-03-31T05:12:19.172860Z,41.921431,12.523431,120.0,15.0
2026-03-31T05:12:20.172860Z,41.920841,12.522841,120.0,15.0
2026-03-31T05:12:21.172860Z,41.920252,12.522252,120.0,15.0
2026-03-31T05:12:22.172860Z,41.919663,12.521663,120.0,15.0
2026-03-31T05:12:23.172860Z,41.919074,12.521074,120.0,15.0
2026-03-31T05:12:24.172860Z,41.918484,12.520484,120.0,15.0
2026-03-31T05:12:25.172860Z,41.917895,12.519895,120.0,15.0
2026-03-31T05:12:26.172860Z,41.917306,12.519306,120.0,15.0
2026-03-31T05:12:27.172860Z,41.916717,12.518717,120.0,15.0
2026-03-31T05:12:28.172860Z,41.916127,12.518127,120.0,15.0
2026-03-31T05:12:29.172860Z,41.915538,12.517538,120.0,15.0
2026-03-31T05:12:30.172860Z,41.914949,12.516949,120.0,15.0
2026-03-31T05:12:31.172860Z,41.914359,12.516359,120.0,15.0
2026-03-31T05:12:32.172860Z,41.913770,12.515770,120.0,15.0
2026-03-31T05:12:33.172860Z,41.913181,12.515181,120.0,15.0
2026-03-31T05:12:34.172860Z,41.912592,12.514592,120.0,15.0
2026-03-31T05:12:35.172860Z,41.912002,12.514002,120.0,15.0
2026-03-31T05:12:36.172860Z,41.911413,12.513413,120.0,15.0
2026-03-31T05:12:37.172860Z,41.910824,12.512824,120.0,15.0
2026-03-31T05:12:38.172860Z,41.910235,12.512235,120.0,15.0
2026-03-31T05:12:39.172860Z,41.909645,12.511645,120.0,15.0
2026-03-31T05:12:40.172860Z,41.909056,12.511056,120.0,15.0
2026-03-31T05:12:41.172860Z,41.908467,12.510467,120.0,15.0
2026-03-31T05:12:42.172860Z,41.907878,12.509878,120.0,15.0
2026-03-31T05:12:43.172860Z,41.907288,12.509288,120.0,15.0
2026-03-31T05:12:44.172860Z,41.906699,12.508699,120.0,15.0
2026-03-31T05:12:45.172860Z,41.906110,12.508110,120.0,15.0
2026-03-31T05:12:46.172860Z,41.905521,12.507521,120.0,15.0
2026-03-31T05:12:47.172860Z,41.904931,12.506931,120.0,15.0
2026-03-31T05:12:48.172860Z,41.904342,12.506342,120.0,15.0
2026-03-31T05:12:49.172860Z,41.903753,12.505753,120.0,15.0
2026-03-31T05:12:50.172860Z,41.903164,12.505164,120.0,15.0
2026-03-31T05:12:51.172860Z,41.902574,12.504574,120.0,15.0
2026-03-31T05:12:52.172860Z,41.901985,12.503985,120.0,15.0
2026-03-31T05:12:53.172860Z,41.901396,12.503396,120.0,15.0
2026-03-31T05:12:54.172860Z,41.900807,12.502807,120.0,15.0
2026-03-31T05:12:55.172860Z,41.900217,12.502217,120.0,15.0
2026-03-31T05:12:56.172860Z,41.899628,12.501628,120.0,15.0
2026-03-31T05:12:57.172860Z,41.899039,12.501039,120.0,15.0
2026-03-31T05:12:58.172860Z,41.898450,12.500450,120.0,15.0
2026-03-31T05:12:59.172860Z,41.897860,12.499860,120.0,15.0
2026-03-31T05:13:00.172860Z,41.897271,12.499271,120.0,15.0
2026-03-31T05:13:01.172860Z,41.896682,12.498682,120.0,15.0
2026-03-31T05:13:02.172860Z,41.896093,12.498093,120.0,15.0
2026-03-31T05:13:03.172860Z,41.895503,12.497503,120.0,15.0
2026-03-31T05:13:04.172860Z,41.894914,12.496914,120.0,15.0
2026-03-31T05:13:05.172860Z,41.894325,12.496325,120.0,15.0
2026-03-31T05:13:06.172860Z,41.893736,12.495736,120.0,15.0
2026-03-31T05:13:07.172860Z,41.893146,12.495146,120.0,15.0
2026-03-31T05:13:08.172860Z,41.892557,12.494557,120.0,15.0
2026-03-31T05:13:09.172860Z,41.891968,12.493968,120.0,15.0
2026-03-31T05:13:10.172860Z,41.891379,12.493379,120.0,15.0
2026-03-31T05:13:11.172860Z,41.890789,12.492789,120.0,15.0
