datetime(utc),latitude,longitude,altitude(m),speed(m/s)
2026-04-04T05:07:42.401598Z,40.689356,-74.044266,103.0,6.6
2026-04-04T05:07:43.401598Z,40.689402,-74.044196,103.7,6.3
2026-04-04T05:07:44.401598Z,40.689447,-74.044129,104.3,6.0
2026-04-04T05:07:45.401598Z,40.689489,-74.044066,104.7,5.7
2026-04-04T05:07:46.401598Z,40.689528,-74.044007,105.0,5.3
2026-04-04T05:07:47.401598Z,40.689564,-74.043953,105.0,4.9
2026-04-04T05:07:48.401598Z,40.689597,-74.043905,104.8,4.5
2026-04-04T05:07:49.401598Z,40.689625,-74.043862,104.5,4.1
2026-04-04T05:07:50.401598Z,40.689649,-74.043826,103.9,3.8
2026-04-04T05:07:51.401598Z,40.689669,-74.043797,103.3,3.5
2026-04-04T05:07:52.401598Z,40.689684,-74.043774,102.4,3.3
2026-04-04T05:07:53.401598Z,40.689694,-74.043759,101.5,3.1
2026-04-04T05:07:54.401598Z,40.689699,-74.043751,100.5,3.0
2026-04-04T05:07:55.401598Z,40.689699,-74.043751,99.5,3.0
2026-04-04T05:07:56.401598Z,40.689695,-74.043758,98.6,3.1
2026-04-04T05:07:57.401598Z,40.689685,-74.043773,97.6,3.2
2026-04-04T05:07:58.401598Z,40.689670,-74.043794,96.8,3.5
2026-04-04T05:07:59.401598Z,40.689651,-74.043823,96.1,3.7
2026-04-04T05:08:00.401598Z,40.689627,-74.043859,95.6,4.1
2026-04-04T05:08:01.401598Z,40.689599,-74.043901,95.2,4.4
2026-04-04T05:08:02.401598Z,40.689567,-74.043949,95.0,4.8
2026-04-04T05:08:03.401598Z,40.689531,-74.044003,95.0,5.2
2026-04-04T05:08:04.401598Z,40.689492,-74.044061,95.3,5.6
2026-04-04T05:08:05.401598Z,40.689451,-74.044124,95.7,6.0
2026-04-04T05:08:06.401598Z,40.689406,-74.044191,96.2,6.3
2026-04-04T05:08:07.401598Z,40.689360,-74.044261,97.0,6.6
2026-04-04T05:08:08.401598Z,40.689311,-74.044333,97.8,6.8
2026-04-04T05:08:09.401598Z,40.689262,-74.044407,98.8,6.9
2026-04-04T05:08:10.401598Z,40.689212,-74.044481,99.8,7.0
2026-04-04T05:08:11.401598Z,40.689162,-74.044556,100.7,7.0
2026-04-04T05:08:12.401598Z,40.689113,-74.044631,101.7,6.9
2026-04-04T05:08:13.401598Z,40.689064,-74.044704,102.6,6.7
2026-04-04T05:08:14.401598Z,40.689017,-74.044775,103.4,6.5
2026-04-04T05:08:15.401598Z,40.688971,-74.044843,104.1,6.2
2026-04-04T05:08:16.401598Z,40.688928,-74.044908,104.6,5.8
2026-04-04T05:08:17.401598Z,40.688887,-74.044969,104.9,5.4
2026-04-04T05:08:18.401598Z,40.688850,-74.045025,105.0,5.0
2026-04-04T05:08:19.401598Z,40.688816,-74.045076,104.9,4.6
2026-04-04T05:08:20.401598Z,40.688786,-74.045121,104.6,4.3
2026-04-04T05:08:21.401598Z,40.688760,-74.045160,104.2,3.9
2026-04-04T05:08:22.401598Z,40.688739,-74.045192,103.6,3.6
2026-04-04T05:08:23.401598Z,40.688722,-74.045217,102.8,3.3
2026-04-04T05:08:24.401598Z,40.688710,-74.045236,101.9,3.2
2026-04-04T05:08:25.401598Z,40.688702,-74.045247,100.9,3.0
2026-04-04T05:08:26.401598Z,40.688700,-74.045250,100.0,3.0
2026-04-04T05:08:27.401598Z,40.688703,-74.045246,99.0,3.0
2026-04-04T05:08:28.401598Z,40.688710,-74.045234,98.0,3.2
2026-04-04T05:08:29.401598Z,40.688723,-74.045216,97.1,3.4
2026-04-04T05:08:30.401598Z,40.688740,-74.045189,96.4,3.6
2026-04-04T05:08:31.401598Z,40.688762,-74.045157,95.8,3.9
2026-04-04T05:08:32.401598Z,40.688789,-74.045117,95.3,4.3
2026-04-04T05:08:33.401598Z,40.688819,-74.045071,95.1,4.7
2026-04-04T05:08:34.401598Z,40.688853,-74.045020,95.0,5.1
2026-04-04T05:08:35.401598Z,40.688891,-74.044964,95.1,5.5
2026-04-04T05:08:36.401598Z,40.688932,-74.044902,95.5,5.8
2026-04-04T05:08:37.401598Z,40.688975,-74.044837,96.0,6.2
2026-04-04T05:08:38.401598Z,40.689021,-74.044769,96.7,6.5
2026-04-04T05:08:39.401598Z,40.689068,-74.044697,97.5,6.7
2026-04-04T05:08:40.401598Z,40.689117,-74.044624,98.4,6.9
2026-04-04T05:08:41.401598Z,40.689167,-74.044550,99.3,7.0
2026-04-04T05:08:42.401598Z,40.689217,-74.044475,100.3,7.0
2026-04-04T05:08:43.401598Z,40.689267,-74.044400,101.3,6.9
2026-04-04T05:08:44.401598Z,40.689316,-74.044326,102.3,6.8
2026-04-04T05:08:45.401598Z,40.689364,-74.044254,103.1,6.6
2026-04-04T05:08:46.401598Z,40.689410,-74.044185,103.8,6.3
2026-04-04T05:08:47.401598Z,40.689454,-74.044119,104.4,6.0
2026-04-04T05:08:48.401598Z,40.689496,-74.044056,104.8,5.6
2026-04-04T05:08:49.401598Z,40.689535,-74.043998,105.0,5.2
2026-04-04T05:08:50.401598Z,40.689570,-74.043945,105.0,4.8
2026-04-04T05:08:51.401598Z,40.689602,-74.043897,104.8,4.4
2026-04-04T05:08:52.401598Z,40.689630,-74.043856,104.4,4.0
2026-04-04T05:08:53.401598Z,40.689653,-74.043821,103.8,3.7
2026-04-04T05:08:54.401598Z,40.689672,-74.043792,103.1,3.4
2026-04-04T05:08:55.401598Z,40.689686,-74.043771,102.3,3.2
2026-04-04T05:08:56.401598Z,40.689695,-74.043757,101.4,3.1
2026-04-04T05:08:57.401598Z,40.689700,-74.043751,100.4,3.0
2026-04-04T05:08:58.401598Z,40.689699,-74.043751,99.4,3.0
2026-04-04T05:08:59.401598Z,40.689693,-74.043760,98.4,3.1
2026-04-04T05:09:00.401598Z,40.689683,-74.043776,97.5,3.3
2026-04-04T05:09:01.401598Z,40.689667,-74.043799,96.7,3.5
2026-04-04T05:09:02.401598Z,40.689647,-74.043829,96.0,3.8
2026-04-04T05:09:03.401598Z,40.689623,-74.043866,95.5,4.1
2026-04-04T05:09:04.401598Z,40.689594,-74.043909,95.1,4.5
2026-04-04T05:09:05.401598Z,40.689561,-74.043958,95.0,4.9
2026-04-04T05:09:06.401598Z,40.689525,-74.044012,95.1,5.3
2026-04-04T05:09:07.401598Z,40.689486,-74.044072,96.7,3.3
2026-04-04T05:09:08.401598Z,40.689443,-74.044135,93.3,3.3
2026-04-04T05:09:09.401598Z,40.689398,-74.044202,90.0,3.3
2026-04-04T05:09:10.401598Z,40.689352,-74.044273,86.7,3.3
2026-04-04T05:09:11.401598Z,40.689303,-74.044345,83.3,3.3
2026-04-04T05:09:12.401598Z,40.689254,-74.044419,80.0,3.3
2026-04-04T05:09:13.401598Z,40.689204,-74.044494,76.7,3.3
2026-04-04T05:09:14.401598Z,40.689154,-74.044569,73.3,3.3
2026-04-04T05:09:15.401598Z,40.689105,-74.044643,70.0,3.3
2026-04-04T05:09:16.401598Z,40.689056,-74.044716,66.7,3.3
2026-04-04T05:09:17.401598Z,40.689009,-74.044787,63.3,3.3
2026-04-04T05:09:18.401598Z,40.688964,-74.044854,60.0,3.3
2026-04-04T05:09:19.401598Z,40.688921,-74.044919,56.7,3.3
2026-04-04T05:09:20.401598Z,40.688881,-74.044979,53.3,3.3
2026-04-04T05:09:21.401598Z,40.688844,-74.045034,50.0,3.3
2026-04-04T05:09:22.401598Z,40.688811,-74.045084,46.7,3.3
2026-04-04T05:09:23.401598Z,40.688781,-74.045128,43.3,3.3
2026-04-04T05:09:24.401598Z,40.688756,-74.045166,40.0,3.3
2026-04-04T05:09:25.401598Z,40.688735,-74.045197,36.7,3.3
2026-04-04T05:09:26.401598Z,40.688719,-74.045221,33.3,3.3
2026-04-04T05:09:27.401598Z,40.688708,-74.045238,30.0,3.3
2026-04-04T05:09:28.401598Z,40.688702,-74.045248,26.7,3.3
2026-04-04T05:09:29.401598Z,40.688700,-74.045250,23.3,3.3
2026-04-04T05:09:30.401598Z,40.688704,-74.045244,20.0,3.3
2026-04-04T05:09:31.401598Z,40.688712,-74.045232,16.7,3.3
2026-04-04T05:09:32.401598Z,40.688726,-74.045212,13.3,3.3
2026-04-04T05:09:33.401598Z,40.688744,-74.045184,10.0,3.3
2026-04-04T05:09:34.401598Z,40.688766,-74.045150,6.7,3.3
2026-04-04T05:09:35.401598Z,40.688793,-74.045110,3.3,3.3
