datetime(utc),latitude,longitude,altitude(m),speed(m/s)
2026-03-30T05:13:52.176007Z,37.854673,-122.467864,54.6,13.0
2026-03-30T05:13:53.176007Z,37.855219,-122.467507,56.4,12.9
2026-03-30T05:13:54.176007Z,37.855654,-122.467033,56.6,13.1
2026-03-30T05:13:55.176007Z,37.856213,-122.466692,55.5,13.0
2026-03-30T05:13:56.176007Z,37.856858,-122.466642,54.8,13.3
2026-03-30T05:13:57.176007Z,37.857524,-122.466655,53.5,13.2
2026-03-30T05:13:58.176007Z,37.858136,-122.466907,54.0,12.3
2026-03-30T05:13:59.176007Z,37.858676,-122.467201,54.2,11.4
2026-03-30T05:14:00.176007Z,37.859209,-122.467397,52.8,11.3
2026-03-30T05:14:01.176007Z,37.859600,-122.467803,52.3,10.7
2026-03-30T05:14:02.176007Z,37.859899,-122.468247,53.3,10.5
2026-03-30T05:14:03.176007Z,37.860291,-122.468594,54.6,10.0
2026-03-30T05:14:04.176007Z,37.860497,-122.469047,52.7,10.0
2026-03-30T05:14:05.176007Z,37.860899,-122.469348,52.1,10.3
2026-03-30T05:14:06.176007Z,37.861383,-122.469531,52.7,10.9
2026-03-30T05:14:07.176007Z,37.861923,-122.469484,51.5,9.9
2026-03-30T05:14:08.176007Z,37.862401,-122.469611,50.0,10.2
2026-03-30T05:14:09.176007Z,37.862903,-122.469711,48.9,10.6
2026-03-30T05:14:10.176007Z,37.863433,-122.469673,47.6,10.8
2026-03-30T05:14:11.176007Z,37.863948,-122.469503,46.0,11.5
2026-03-30T05:14:12.176007Z,37.864355,-122.469098,44.5,10.5
2026-03-30T05:14:13.176007Z,37.864791,-122.468803,45.2,11.5
2026-03-30T05:14:14.176007Z,37.865295,-122.468532,46.0,10.6
2026-03-30T05:14:15.176007Z,37.865707,-122.468198,46.5,9.8
2026-03-30T05:14:16.176007Z,37.865990,-122.467798,47.9,10.0
2026-03-30T05:14:17.176007Z,37.866409,-122.467525,49.9,10.6
2026-03-30T05:14:18.176007Z,37.866891,-122.467308,49.6,10.3
2026-03-30T05:14:19.176007Z,37.867360,-122.467093,49.0,11.0
2026-03-30T05:14:20.176007Z,37.867762,-122.466717,47.4,11.9
2026-03-30T05:14:21.176007Z,37.868139,-122.466254,48.7,12.3
2026-03-30T05:14:22.176007Z,37.868559,-122.465802,49.6,13.3
2026-03-30T05:14:23.176007Z,37.869110,-122.465431,50.9,13.4
2026-03-30T05:14:24.176007Z,37.869670,-122.465067,50.6,13.8
2026-03-30T05:14:25.176007Z,37.870320,-122.464833,52.0,14.5
2026-03-30T05:14:26.176007Z,37.871042,-122.464883,53.5,14.0
2026-03-30T05:14:27.176007Z,37.871737,-122.464955,54.0,13.7
2026-03-30T05:14:28.176007Z,37.872313,-122.465329,55.4,13.1
2026-03-30T05:14:29.176007Z,37.872738,-122.465826,56.6,12.8
2026-03-30T05:14:30.176007Z,37.873304,-122.466122,57.4,12.3
2026-03-30T05:14:31.176007Z,37.873650,-122.466631,59.2,11.5
2026-03-30T05:14:32.176007Z,37.874070,-122.467024,59.1,12.0
2026-03-30T05:14:33.176007Z,37.874578,-122.467344,59.7,12.0
2026-03-30T05:14:34.176007Z,37.875156,-122.467503,58.1,11.4
2026-03-30T05:14:35.176007Z,37.875726,-122.467548,57.3,11.6
2026-03-30T05:14:36.176007Z,37.876303,-122.467608,57.4,11.4
2026-03-30T05:14:37.176007Z,37.876870,-122.467527,56.8,11.9
2026-03-30T05:14:38.176007Z,37.877460,-122.467578,55.8,11.1
2026-03-30T05:14:39.176007Z,37.877972,-122.467791,54.2,11.2
2026-03-30T05:14:40.176007Z,37.878526,-122.467865,53.0,10.6
2026-03-30T05:14:41.176007Z,37.879050,-122.467943,53.9,11.6
2026-03-30T05:14:42.176007Z,37.879623,-122.468014,53.0,10.8
2026-03-30T05:14:43.176007Z,37.880112,-122.468238,51.9,10.1
2026-03-30T05:14:44.176007Z,37.880420,-122.468639,52.1,9.7
2026-03-30T05:14:45.176007Z,37.880857,-122.468845,52.3,10.1
2026-03-30T05:14:46.176007Z,37.881202,-122.469211,53.7,10.0
2026-03-30T05:14:47.176007Z,37.881656,-122.469426,54.0,10.0
2026-03-30T05:14:48.176007Z,37.882093,-122.469665,52.8,9.1
2026-03-30T05:14:49.176007Z,37.882547,-122.469693,52.7,9.7
2026-03-30T05:14:50.176007Z,37.883027,-122.469770,51.0,10.0
2026-03-30T05:14:51.176007Z,37.883437,-122.470055,49.6,10.1
2026-03-30T05:14:52.176007Z,37.883788,-122.470418,51.6,9.3
2026-03-30T05:14:53.176007Z,37.884189,-122.470657,52.0,9.9
2026-03-30T05:14:54.176007Z,37.884531,-122.471017,52.1,9.8
2026-03-30T05:14:55.176007Z,37.884848,-122.471393,53.5,10.8
2026-03-30T05:14:56.176007Z,37.885110,-122.471865,54.0,11.0
2026-03-30T05:14:57.176007Z,37.885485,-122.472270,55.8,10.4
2026-03-30T05:14:58.176007Z,37.885716,-122.472738,56.4,9.8
2026-03-30T05:14:59.176007Z,37.885780,-122.473222,54.7,8.8
2026-03-30T05:15:00.176007Z,37.885816,-122.473658,55.1,8.3
2026-03-30T05:15:01.176007Z,37.885739,-122.474069,55.9,8.8
2026-03-30T05:15:02.176007Z,37.885638,-122.474494,56.7,9.6
2026-03-30T05:15:03.176007Z,37.885665,-122.474974,57.2,9.9
2026-03-30T05:15:04.176007Z,37.885898,-122.475411,56.9,10.0
2026-03-30T05:15:05.176007Z,37.886195,-122.475814,58.5,10.7
2026-03-30T05:15:06.176007Z,37.886306,-122.476335,57.2,10.3
2026-03-30T05:15:07.176007Z,37.886532,-122.476797,57.5,9.9
2026-03-30T05:15:08.176007Z,37.886573,-122.477288,58.2,10.3
2026-03-30T05:15:09.176007Z,37.886829,-122.477732,58.2,10.2
2026-03-30T05:15:10.176007Z,37.886883,-122.478241,56.4,10.1
2026-03-30T05:15:11.176007Z,37.886846,-122.478745,55.4,9.3
2026-03-30T05:15:12.176007Z,37.887022,-122.479175,56.7,9.4
2026-03-30T05:15:13.176007Z,37.887374,-122.479490,58.7,9.8
2026-03-30T05:15:14.176007Z,37.887654,-122.479891,56.9,10.3
2026-03-30T05:15:15.176007Z,37.887936,-122.480322,57.5,11.1
2026-03-30T05:15:16.176007Z,37.888079,-122.480859,57.8,11.4
2026-03-30T05:15:17.176007Z,37.888222,-122.481411,56.2,11.1
2026-03-30T05:15:18.176007Z,37.888270,-122.481964,56.9,11.8
2026-03-30T05:15:19.176007Z,37.888220,-122.482552,57.6,11.4
2026-03-30T05:15:20.176007Z,37.888422,-122.483085,58.9,11.5
2026-03-30T05:15:21.176007Z,37.888600,-122.483631,58.2,11.1
2026-03-30T05:15:22.176007Z,37.888994,-122.484024,57.8,11.2
2026-03-30T05:15:23.176007Z,37.889528,-122.484187,58.4,11.2
2026-03-30T05:15:24.176007Z,37.890049,-122.484397,57.2,11.0
2026-03-30T05:15:25.176007Z,37.890594,-122.484467,57.7,11.5
2026-03-30T05:15:26.176007Z,37.891118,-122.484703,57.9,12.3
2026-03-30T05:15:27.176007Z,37.891664,-122.484990,58.7,11.6
2026-03-30T05:15:28.176007Z,37.892243,-122.484997,59.1,11.1
2026-03-30T05:15:29.176007Z,37.892762,-122.485189,59.3,11.2
2026-03-30T05:15:30.176007Z,37.893167,-122.485574,61.3,12.0
2026-03-30T05:15:31.176007Z,37.893586,-122.486004,59.7,12.7
2026-03-30T05:15:32.176007Z,37.894026,-122.486458,60.6,12.7
2026-03-30T05:15:33.176007Z,37.894354,-122.487001,61.9,13.6
2026-03-30T05:15:34.176007Z,37.894548,-122.487655,62.1,13.4
2026-03-30T05:15:35.176007Z,37.894985,-122.488164,62.2,14.2
2026-03-30T05:15:36.176007Z,37.895607,-122.488501,61.3,14.7
2026-03-30T05:15:37.176007Z,37.896223,-122.488907,63.0,14.8
2026-03-30T05:15:38.176007Z,37.896936,-122.489098,62.1,14.4
2026-03-30T05:15:39.176007Z,37.897643,-122.489223,64.1,14.3
2026-03-30T05:15:40.176007Z,37.898263,-122.489583,64.3,14.0
2026-03-30T05:15:41.176007Z,37.898887,-122.489904,64.5,13.9
2026-03-30T05:15:42.176007Z,37.899440,-122.490327,63.2,14.3
2026-03-30T05:15:43.176007Z,37.900040,-122.490721,62.2,14.9
2026-03-30T05:15:44.176007Z,37.900418,-122.491361,63.1,15.3
2026-03-30T05:15:45.176007Z,37.900990,-122.491869,62.7,15.6
2026-03-30T05:15:46.176007Z,37.901708,-122.492177,64.6,15.6
2026-03-30T05:15:47.176007Z,37.902213,-122.492773,64.6,15.8
2026-03-30T05:15:48.176007Z,37.902906,-122.493150,66.1,15.7
2026-03-30T05:15:49.176007Z,37.903604,-122.493507,65.9,16.1
2026-03-30T05:15:50.176007Z,37.904286,-122.493937,66.6,15.4
2026-03-30T05:15:51.176007Z,37.904926,-122.494368,68.4,15.1
2026-03-30T05:15:52.176007Z,37.905621,-122.494662,69.0,15.8
2026-03-30T05:15:53.176007Z,37.906411,-122.494700,70.5,15.6
2026-03-30T05:15:54.176007Z,37.907169,-122.494878,71.3,16.1
2026-03-30T05:15:55.176007Z,37.907965,-122.494765,69.5,15.2
2026-03-30T05:15:56.176007Z,37.908698,-122.494560,71.2,16.2
2026-03-30T05:15:57.176007Z,37.909403,-122.494158,70.9,15.4
2026-03-30T05:15:58.176007Z,37.910015,-122.493690,72.4,15.3
2026-03-30T05:15:59.176007Z,37.910522,-122.493117,74.0,14.4
2026-03-30T05:16:00.176007Z,37.910820,-122.492462,73.2,14.1
2026-03-30T05:16:01.176007Z,37.911319,-122.491960,73.3,14.3
2026-03-30T05:16:02.176007Z,37.911655,-122.491330,72.0,13.4
2026-03-30T05:16:03.176007Z,37.911735,-122.490663,72.5,12.9
2026-03-30T05:16:04.176007Z,37.911547,-122.490045,71.0,12.8
2026-03-30T05:16:05.176007Z,37.911517,-122.489403,70.1,11.9
2026-03-30T05:16:06.176007Z,37.911312,-122.488847,71.7,12.2
2026-03-30T05:16:07.176007Z,37.911306,-122.488236,71.4,11.9
2026-03-30T05:16:08.176007Z,37.911247,-122.487644,72.0,11.8
2026-03-30T05:16:09.176007Z,37.911336,-122.487063,73.4,11.2
2026-03-30T05:16:10.176007Z,37.911483,-122.486525,73.3,10.6
2026-03-30T05:16:11.176007Z,37.911586,-122.486004,73.6,11.6
