datetime(utc),latitude,longitude,altitude(m),speed(m/s)
2026-04-02T05:08:08.405106Z,-33.856689,151.215467,97.8,6.8
2026-04-02T05:08:09.405106Z,-33.856738,151.215393,98.8,6.9
2026-04-02T05:08:10.405106Z,-33.856788,151.215319,99.8,7.0
2026-04-02T05:08:11.405106Z,-33.856838,151.215244,100.7,7.0
2026-04-02T05:08:12.405106Z,-33.856887,151.215169,101.7,6.9
2026-04-02T05:08:13.405106Z,-33.856936,151.215096,102.6,6.7
2026-04-02T05:08:14.405106Z,-33.856983,151.215025,103.4,6.5
2026-04-02T05:08:15.405106Z,-33.857029,151.214957,104.1,6.2
2026-04-02T05:08:16.405106Z,-33.857072,151.214892,104.6,5.8
2026-04-02T05:08:17.405106Z,-33.857113,151.214831,104.9,5.4
2026-04-02T05:08:18.405106Z,-33.857150,151.214775,105.0,5.0
2026-04-02T05:08:19.405106Z,-33.857184,151.214724,104.9,4.6
2026-04-02T05:08:20.405106Z,-33.857214,151.214679,104.6,4.3
2026-04-02T05:08:21.405106Z,-33.857240,151.214640,104.2,3.9
2026-04-02T05:08:22.405106Z,-33.857261,151.214608,103.6,3.6
2026-04-02T05:08:23.405106Z,-33.857278,151.214583,102.8,3.3
2026-04-02T05:08:24.405106Z,-33.857290,151.214564,101.9,3.2
2026-04-02T05:08:25.405106Z,-33.857298,151.214553,100.9,3.0
2026-04-02T05:08:26.405106Z,-33.857300,151.214550,100.0,3.0
2026-04-02T05:08:27.405106Z,-33.857297,151.214554,99.0,3.0
2026-04-02T05:08:28.405106Z,-33.857290,151.214566,98.0,3.2
2026-04-02T05:08:29.405106Z,-33.857277,151.214584,97.1,3.4
2026-04-02T05:08:30.405106Z,-33.857260,151.214611,96.4,3.6
2026-04-02T05:08:31.405106Z,-33.857238,151.214643,95.8,3.9
2026-04-02T05:08:32.405106Z,-33.857211,151.214683,95.3,4.3
2026-04-02T05:08:33.405106Z,-33.857181,151.214729,95.1,4.7
2026-04-02T05:08:34.405106Z,-33.857147,151.214780,95.0,5.1
2026-04-02T05:08:35.405106Z,-33.857109,151.214836,95.1,5.5
2026-04-02T05:08:36.405106Z,-33.857068,151.214898,95.5,5.8
2026-04-02T05:08:37.405106Z,-33.857025,151.214963,96.0,6.2
2026-04-02T05:08:38.405106Z,-33.856979,151.215031,96.7,6.5
2026-04-02T05:08:39.405106Z,-33.856932,151.215103,97.5,6.7
2026-04-02T05:08:40.405106Z,-33.856883,151.215176,98.4,6.9
2026-04-02T05:08:41.405106Z,-33.856833,151.215250,99.3,7.0
2026-04-02T05:08:42.405106Z,-33.856783,151.215325,100.3,7.0
2026-04-02T05:08:43.405106Z,-33.856733,151.215400,101.3,6.9
2026-04-02T05:08:44.405106Z,-33.856684,151.215474,102.3,6.8
2026-04-02T05:08:45.405106Z,-33.856636,151.215546,103.1,6.6
2026-04-02T05:08:46.405106Z,-33.856590,151.215615,103.8,6.3
2026-04-02T05:08:47.405106Z,-33.856546,151.215681,104.4,6.0
2026-04-02T05:08:48.405106Z,-33.856504,151.215744,104.8,5.6
2026-04-02T05:08:49.405106Z,-33.856465,151.215802,105.0,5.2
2026-04-02T05:08:50.405106Z,-33.856430,151.215855,105.0,4.8
2026-04-02T05:08:51.405106Z,-33.856398,151.215903,104.8,4.4
2026-04-02T05:08:52.405106Z,-33.856370,151.215944,104.4,4.0
2026-04-02T05:08:53.405106Z,-33.856347,151.215979,103.8,3.7
2026-04-02T05:08:54.405106Z,-33.856328,151.216008,103.1,3.4
2026-04-02T05:08:55.405106Z,-33.856314,151.216029,102.3,3.2
2026-04-02T05:08:56.405106Z,-33.856305,151.216043,101.4,3.1
2026-04-02T05:08:57.405106Z,-33.856300,151.216049,100.4,3.0
2026-04-02T05:08:58.405106Z,-33.856301,151.216049,99.4,3.0
2026-04-02T05:08:59.405106Z,-33.856307,151.216040,98.4,3.1
2026-04-02T05:09:00.405106Z,-33.856317,151.216024,97.5,3.3
2026-04-02T05:09:01.405106Z,-33.856333,151.216001,96.7,3.5
2026-04-02T05:09:02.405106Z,-33.856353,151.215971,96.0,3.8
2026-04-02T05:09:03.405106Z,-33.856377,151.215934,95.5,4.1
2026-04-02T05:09:04.405106Z,-33.856406,151.215891,95.1,4.5
2026-04-02T05:09:05.405106Z,-33.856439,151.215842,95.0,4.9
2026-04-02T05:09:06.405106Z,-33.856475,151.215788,95.1,5.3
2026-04-02T05:09:07.405106Z,-33.856514,151.215728,96.7,3.3
2026-04-02T05:09:08.405106Z,-33.856557,151.215665,93.3,3.3
2026-04-02T05:09:09.405106Z,-33.856602,151.215598,90.0,3.3
2026-04-02T05:09:10.405106Z,-33.856648,151.215527,86.7,3.3
2026-04-02T05:09:11.405106Z,-33.856697,151.215455,83.3,3.3
2026-04-02T05:09:12.405106Z,-33.856746,151.215381,80.0,3.3
2026-04-02T05:09:13.405106Z,-33.856796,151.215306,76.7,3.3
2026-04-02T05:09:14.405106Z,-33.856846,151.215231,73.3,3.3
2026-04-02T05:09:15.405106Z,-33.856895,151.215157,70.0,3.3
2026-04-02T05:09:16.405106Z,-33.856944,151.215084,66.7,3.3
2026-04-02T05:09:17.405106Z,-33.856991,151.215013,63.3,3.3
2026-04-02T05:09:18.405106Z,-33.857036,151.214946,60.0,3.3
2026-04-02T05:09:19.405106Z,-33.857079,151.214881,56.7,3.3
2026-04-02T05:09:20.405106Z,-33.857119,151.214821,53.3,3.3
2026-04-02T05:09:21.405106Z,-33.857156,151.214766,50.0,3.3
2026-04-02T05:09:22.405106Z,-33.857189,151.214716,46.7,3.3
2026-04-02T05:09:23.405106Z,-33.857219,151.214672,43.3,3.3
2026-04-02T05:09:24.405106Z,-33.857244,151.214634,40.0,3.3
2026-04-02T05:09:25.405106Z,-33.857265,151.214603,36.7,3.3
2026-04-02T05:09:26.405106Z,-33.857281,151.214579,33.3,3.3
2026-04-02T05:09:27.405106Z,-33.857292,151.214562,30.0,3.3
2026-04-02T05:09:28.405106Z,-33.857298,151.214552,26.7,3.3
2026-04-02T05:09:29.405106Z,-33.857300,151.214550,23.3,3.3
2026-04-02T05:09:30.405106Z,-33.857296,151.214556,20.0,3.3
2026-04-02T05:09:31.405106Z,-33.857288,151.214568,16.7,3.3
2026-04-02T05:09:32.405106Z,-33.857274,151.214588,13.3,3.3
2026-04-02T05:09:33.405106Z,-33.857256,151.214616,10.0,3.3
2026-04-02T05:09:34.405106Z,-33.857234,151.214650,6.7,3.3
2026-04-02T05:09:35.405106Z,-33.857207,151.214690,3.3,3.3
